date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,cluster
2021-01-04,20.5,20.501666666666665,20.59,20.6,20.6,20.6,20.6,20.6,24.875,27.263333333333332,27.223333333333333,27.318333333333335,27.41666666666667,27.296666666666663,27.378333333333334,27.298333333333336,27.300000000000004,25.54,24.346666666666664,23.825000000000003,23.43,23.101666666666667,22.81166666666667,22.580000000000002,1
2021-01-05,22.36,22.17333333333333,22.023333333333333,21.858333333333334,21.744999999999997,21.628333333333334,21.52666666666667,21.429999999999993,25.121666666666666,27.06666666666667,26.99,27.020000000000003,27.064999999999998,26.938333333333333,26.948333333333338,26.984999999999996,27.006666666666664,25.308333333333337,24.194999999999997,23.688333333333336,23.29,22.958333333333336,22.683333333333337,22.428333333333335,1
2021-01-06,22.22,22.04,21.858333333333334,21.72,21.583333333333336,21.45833333333333,21.348333333333336,21.25166666666667,24.688333333333336,27.023333333333337,27.09166666666667,27.179999999999996,27.006666666666668,27.12333333333334,27.085,27.046666666666667,27.053333333333335,25.62166666666667,24.341666666666665,23.733333333333334,23.27,22.87166666666667,22.546666666666667,22.281666666666666,1
2021-01-07,22.04,21.825000000000006,21.640000000000004,21.464999999999996,21.308333333333337,21.165,21.053333333333335,20.888333333333335,24.475,26.866666666666667,26.853333333333335,26.878333333333337,27.131666666666668,26.621666666666666,27.046666666666667,26.703333333333333,26.705000000000005,25.655,24.173333333333336,23.348333333333336,22.74,22.24833333333333,21.81666666666667,21.436666666666667,1
2021-01-08,21.08,20.743333333333336,20.441666666666666,20.166666666666668,19.906666666666666,19.675,19.46666666666667,19.283333333333335,22.425,24.438333333333333,23.916666666666668,24.380000000000003,24.86,24.406666666666666,23.820000000000004,24.053333333333335,24.023333333333333,22.328333333333333,20.970000000000002,20.346666666666664,19.939999999999998,19.621666666666666,19.36166666666667,19.134999999999998,1
2021-01-11,18.455,18.5,18.5,18.5,18.5,18.5,18.488333333333333,18.4,22.838333333333335,26.865000000000002,26.831666666666667,26.813333333333333,27.334999999999997,26.59166666666667,26.165000000000003,26.218333333333337,25.791666666666668,23.54666666666667,22.081666666666667,21.354999999999997,20.828333333333337,20.386666666666663,20.000000000000004,19.674999999999997,1
2021-01-12,19.400000000000006,19.16166666666666,18.945,18.743333333333336,18.561666666666667,18.423333333333332,18.27666666666667,18.16166666666667,22.755000000000003,25.6,25.243333333333332,25.181666666666665,25.945,27.211666666666666,26.22,26.61,27.311666666666667,25.628333333333327,23.855000000000004,22.871666666666666,22.101666666666674,21.473333333333333,20.953333333333333,20.50166666666667,1
2021-01-13,20.11,19.74666666666667,19.423333333333336,19.139999999999997,18.888333333333335,18.655,18.45666666666667,18.25,21.086666666666666,25.955000000000005,26.668333333333333,26.676666666666662,26.83833333333333,26.07,26.916666666666668,26.791666666666668,26.393333333333338,24.515,23.501666666666665,22.82166666666667,22.27333333333333,21.791666666666668,21.366666666666667,20.98916666666667,1
2021-01-14,20.651666666666664,20.34833333333333,20.081666666666667,19.841666666666672,19.64,19.445,19.280000000000005,19.119999999999997,23.196666666666665,26.805000000000003,26.889999999999997,26.846666666666668,26.708333333333332,26.826666666666664,26.798333333333336,26.921666666666663,26.43833333333334,24.631666666666668,23.735,23.133333333333333,22.658333333333335,22.250000000000004,21.915000000000006,21.62,1
2021-01-15,21.345000000000002,21.096666666666664,20.868333333333332,20.641666666666666,20.435,20.255000000000003,20.078333333333333,19.906666666666666,23.87333333333333,26.678333333333335,26.69333333333334,26.883333333333333,26.973333333333336,26.768333333333334,26.816666666666663,26.815,26.618333333333336,25.120000000000005,24.23,23.64166666666667,23.185,22.785000000000004,22.444999999999997,22.138333333333335,1
2021-01-18,19.6,19.6,19.6,19.513333333333332,19.5,19.5,19.5,19.488333333333333,23.425,26.66333333333333,26.59166666666667,26.86166666666667,26.438333333333333,26.886666666666663,26.90833333333333,26.598333333333333,26.294999999999998,24.608333333333334,23.723333333333333,23.163333333333338,22.72166666666667,22.356666666666666,22.03333333333333,21.751666666666672,1
2021-01-19,21.504999999999995,21.28166666666667,21.09,20.935,20.795,20.665,20.57,20.47,23.928333333333335,26.716666666666665,26.751666666666665,26.93,26.938333333333336,26.99,26.80333333333333,26.928333333333335,26.608333333333334,25.03,24.224999999999998,23.691666666666666,23.27666666666667,22.935000000000002,22.643333333333334,22.380000000000003,1
2021-01-20,22.15666666666667,21.956666666666663,21.775000000000002,21.633333333333336,21.495,21.363333333333337,21.268333333333334,21.185,24.961666666666662,27.038333333333338,27.03666666666666,27.113333333333333,27.141666666666673,27.081666666666663,27.128333333333334,27.14,26.459999999999997,24.53833333333333,23.975,23.57,23.23166666666667,22.953333333333337,22.70166666666667,22.488333333333326,1
2021-01-21,22.290000000000003,22.128333333333334,21.96833333333333,21.840000000000007,21.734999999999996,21.625000000000004,21.543333333333333,21.48,25.49,27.398333333333333,27.435,27.62666666666666,27.536666666666665,27.48833333333333,27.546666666666663,27.423333333333336,26.950000000000003,24.785,24.275000000000002,23.893333333333334,23.593333333333334,23.326666666666668,23.11,22.905,1
2021-01-22,22.74,22.575000000000003,22.441666666666663,22.31500000000001,22.214999999999993,22.110000000000007,22.04,21.986666666666665,25.868333333333332,27.484999999999996,27.456666666666667,27.495000000000005,27.488333333333333,27.471666666666668,27.506666666666664,27.505,27.14666666666667,25.843333333333334,25.206666666666663,24.76,24.40833333333334,24.108333333333334,23.85666666666667,23.633333333333333,1
